Type,Department,Desk,EID,Hire Date,Job Title,Level,Direct Manager EID,Location,Gender,Total Years of Experince within EFG Hermes,2022 Performance Appraisal,2021 Performance Appraisal,2020 Performance Appraisal,2019 Performance Appraisal,2018 Performance Appraisal,2023 Promotions,2022 Promotions,2021 Promotions,2020 Promotions,2019 Promotions
Business Line,Brokerage,"Brokerage, Branches Management",399,1-Apr-03,Branch Manager,Associate Director,188,Egypt - Haram,Male,20 Year(s) 2 Month(s) 19 Day(s),Needs Development,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Line,Brokerage,"Brokerage, Individual Retail Sales",192,27-Nov-96,Senior Account Manager,Associate Director,346,Egypt - Head Office,Female,26 Year(s) 6 Month(s) 23 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",809,3-Jan-07,Senior Account Manager,Associate Director,346,Egypt - Head Office,Male,16 Year(s) 5 Month(s) 17 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Needs Development ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",923,1-Aug-07,Senior Account Manager,Associate Director,346,Egypt - Head Office,Female,15 Year(s) 10 Month(s) 19 Day(s),Needs Development,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",994,13-Nov-07,Senior Account Manager,Associate Director,346,Egypt - Head Office,Male,15 Year(s) 7 Month(s) 7 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1007,1-Dec-07,Senior Account Manager,Associate Director,346,Egypt - Head Office,Male,15 Year(s) 6 Month(s) 19 Day(s),Needs Development,Meets Expectations,Meets Expectations ,Meets Expectations ,Above Expectations,,Vice President - Associate Director: Mar 2022,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1493,3-Jan-10,Senior Account Manager,Associate Director,346,Egypt - Head Office,Male,13 Year(s) 5 Month(s) 17 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Trading",1094,23-Feb-08,"Associate Director, Trading Desk",Associate Director,405,KSA - Riyadh,Male,15 Year(s) 3 Month(s) 27 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",468,3-Oct-04,Senior Account Manager,Associate Director,409,Egypt - Nasr City,Male,18 Year(s) 8 Month(s) 17 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1981,1-Jun-16,Senior Account Manager,Associate Director,409,Egypt - Nasr City,Male,7 Year(s) 0 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Trading",649,22-Jan-06,"Associate Director, Trading Desk",Associate Director,479,Egypt - Head Office,Male,17 Year(s) 4 Month(s) 28 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Above Expectations ,Meets Expectations,,,,Vice President - Associate Director:Mar 2020,
Business Line,Brokerage,"Brokerage, Trading",860,15-Jun-05,"Associate Director, Trading Desk",Associate Director,479,Egypt - Head Office,Male,18 Year(s) 0 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Trading",944,15-Aug-07,"Associate Director, Trading Desk",Associate Director,479,Egypt - Head Office,Male,15 Year(s) 10 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Line,Brokerage,"Brokerage, Trading",1024,2-Jan-08,"Associate Director, Trading Desk",Associate Director,479,Egypt - Head Office,Male,15 Year(s) 5 Month(s) 18 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Vice President - Associate Director:Mar 2020,
Business Line,Brokerage,"Brokerage, Trading",1077,2-Mar-08,"Associate Director, Trading Desk",Associate Director,479,Egypt - Head Office,Male,15 Year(s) 3 Month(s) 18 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1203,14-Jul-08,Senior Account Manager,Associate Director,556,Egypt - Mossadak,Male,14 Year(s) 11 Month(s) 6 Day(s),Above Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Trading",661,14-Feb-06,"Associate Director, Trading Desk",Associate Director,563,Egypt - Head Office,Male,17 Year(s) 4 Month(s) 6 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Line,Brokerage,"Brokerage, Trading",1051,2-Feb-08,"Associate Director, Trading Desk",Associate Director,563,Egypt - Head Office,Male,15 Year(s) 4 Month(s) 18 Day(s),Above Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",730,6-Aug-06,Senior Account Manager,Associate Director,576,Egypt - Maadi,Male,16 Year(s) 10 Month(s) 14 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, MENA Family Offices & HNWI Sales",942,26-Aug-07,"Associate Director, MENA Family Offices & HNWI Sales",Associate Director,604,Egypt - Head Office,Male,15 Year(s) 9 Month(s) 24 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Brokerage,"Brokerage, MENA Family Offices & HNWI Sales",1328,12-Jul-09,"Associate Director, MENA Family Offices & HNWI Sales",Associate Director,604,Egypt - Head Office,Male,13 Year(s) 11 Month(s) 8 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Brokerage,"Brokerage, Institutional Sales Trading",1047,1-Feb-08,"Associate Director, Institutional Sales Trading",Associate Director,631,UAE - One Central,Male,15 Year(s) 4 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,Vice President - Associate Director: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Institutional Sales Trading",1518,26-May-14,"Associate Director, Institutional Sales Trading",Associate Director,631,UAE - One Central,Male,9 Year(s) 0 Month(s) 24 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,Vice President - Associate Director: Mar 2022,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Institutional Sales Trading",1843,7-Oct-14,"Associate Director, Institutional Sales Trading",Associate Director,631,KSA - Riyadh,Male,8 Year(s) 8 Month(s) 13 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Line,Brokerage,"Brokerage, Institutional Sales Trading",1878,15-Mar-15,"Associate Director, Institutional Sales Trading",Associate Director,631,Egypt - Head Office,Male,8 Year(s) 3 Month(s) 5 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,Vice President - Associate Director: Mar 2023,,,,
Business Line,Brokerage,"Brokerage, Institutional Sales, Corporate Access",986,4-Nov-07,"Associate Director, Corporate Access",Associate Director,740,Egypt - Head Office,Female,15 Year(s) 7 Month(s) 16 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Vice President - Associate Director: Mar 2023,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Global Markets Support",1352,1-Oct-09,Global Markets Support Lead,Associate Director,1034,Egypt - Head Office,Female,13 Year(s) 8 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Institutional Trading",1353,16-Sep-09,"Associate Director, Institutional Trading",Associate Director,1106,UAE - One Central,Female,13 Year(s) 9 Month(s) 4 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Vice President - Associate Director: Mar 2023,,,,Associate VP - Vice President: Mar 2019
Business Line,Brokerage,"Brokerage, Global Markets Support",1034,1-Jan-08,Global Markets Support Senior Manager,Associate Director,1301,Egypt - Head Office,Female,15 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Brokerage,"Brokerage, Local Trading",1387,16-Jun-01,Branch Manager,Associate Director,1415,Kuwait - Head Office,Male,22 Year(s) 0 Month(s) 4 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Needs Development,,Vice President - Associate Director: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Foreign Institutional Trading",1416,6-Apr-03,Assistant Head of Trading & Foreign Institutions,Associate Director,1415,Kuwait - Head Office,Male,20 Year(s) 2 Month(s) 14 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Brokerage,"Brokerage, Institutional Trading",1580,13-Jun-10,Associate Director,Associate Director,1579,Jordan - Amman,Male,13 Year(s) 0 Month(s) 7 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1615,1-May-06,Associate Director,Associate Director,1579,Jordan - Amman,Male,17 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,Vice President - Associate Director: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Structured Products",2331,9-Aug-18,"Associate Director, Structured Products",Associate Director,2015,UAE - One Central,Male,4 Year(s) 10 Month(s) 11 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Hired 2018,,,,Vice President - Associate Director:Mar 2020,
Business Line,Brokerage,"Brokerage, Trading",2064,22-May-17,"Associate Director, Trading Desk",Associate Director,2053,Kenya - Nairobi,Male,6 Year(s) 0 Month(s) 28 Day(s),Meets Expectations,Above Expectations,Above Expectations,Above Expectations ,Meets Expectations,Vice President - Associate Director: Mar 2023,,,Associate VP - Vice President:Mar 2020,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",835,9-Mar-07,Senior Account Manager,Associate Director,2259,Egypt - New Cairo,Male,16 Year(s) 3 Month(s) 11 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Vice President - Associate Director:Mar 2020,
Business Line,Brokerage,"Brokerage, Foreign Institutional Trading",2390,6-Feb-19,"Associate Director, Foreign Institutional Trading",Associate Director,2360,Pakistan - Karachi,Male,4 Year(s) 4 Month(s) 14 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Hired 2019,,,,,
Business Line,Brokerage,"Brokerage, Branches Mgmt. Customer Service",2392,1-Feb-19,Customer Service Lead,Associate VP,136,Egypt - Alex - Somouha,Female,4 Year(s) 4 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Hired 2019,,,,,
Business Line,Brokerage,"Brokerage, Branches Mgmt. Customer Service",389,15-Sep-02,Customer Service Lead,Associate VP,143,Egypt - Mansoura,Male,20 Year(s) 9 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1494,12-Jan-10,Senior Account Officer,Associate VP,143,Egypt - Mansoura,Female,13 Year(s) 5 Month(s) 8 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Needs Development ,Needs Development,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1963,15-Apr-16,Senior Account Officer,Associate VP,143,Egypt - Mansoura,Male,7 Year(s) 2 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Needs Development,,Associate - Associate VP: Mar 2022,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1320,1-Jun-09,Senior Account Officer,Associate VP,346,Egypt - Head Office,Male,14 Year(s) 0 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Needs Development ,Meets Expectations ,Meets Expectations,,,,Associate - Associate VP:Mar 2020,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1603,1-Jul-10,Senior Account Support Officer,Associate VP,346,Egypt - Head Office,Female,12 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",2655,1-Nov-21,Senior Account Officer,Associate VP,346,Egypt - Head Office,Female,1 Year(s) 7 Month(s) 19 Day(s),Meets Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1316,14-Jun-09,Senior Account Officer,Associate VP,399,Egypt - Haram,Male,14 Year(s) 0 Month(s) 6 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Branches Mgmt. Customer Service",1559,2-May-10,Customer Service Lead,Associate VP,399,Egypt - Haram,Male,13 Year(s) 1 Month(s) 18 Day(s),Meets Expectations,Meets Expectations,Above Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",1626,1-Aug-10,Senior Account Officer,Associate VP,399,Egypt - Haram,Male,12 Year(s) 10 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate - Associate VP:Mar 2020,
Business Line,Brokerage,"Brokerage, Trading",1899,20-May-15,"Associate VP, Trading Desk",Associate VP,405,KSA - Riyadh,Male,8 Year(s) 1 Month(s) 0 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Associate - Associate VP: Mar 2019
Business Line,Brokerage,"Brokerage, Trading",2700,16-Jan-22,"Associate VP, Trading Desk",Associate VP,405,KSA - Riyadh,Male,1 Year(s) 5 Month(s) 4 Day(s),Meets Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Line,Brokerage,"Brokerage, Branches Mgmt. Customer Service",471,23-Aug-04,Customer Service Lead,Associate VP,409,Egypt - Nasr City,Male,18 Year(s) 9 Month(s) 27 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",2131,5-Nov-17,Senior Account Officer,Associate VP,409,Egypt - Nasr City,Male,5 Year(s) 7 Month(s) 15 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",2151,1-Jan-18,Senior Account Officer,Associate VP,409,Egypt - Nasr City,Male,5 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Trading",2391,3-Feb-19,"Associate VP, Trading Desk",Associate VP,479,Egypt - Head Office,Male,4 Year(s) 4 Month(s) 17 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Hired 2019,,,,,
Business Line,Brokerage,"Brokerage, Branches Mgmt. Customer Service",376,30-Jan-00,Customer Service Lead,Associate VP,556,Egypt - Mossadak,Female,23 Year(s) 4 Month(s) 20 Day(s),Above Expectations,Meets Expectations,Above Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Individual Retail Sales",607,21-Nov-05,Senior Account Officer,Associate VP,556,Egypt - Mossadak,Male,17 Year(s) 6 Month(s) 29 Day(s),Meets Expectations,Needs Development,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Line,Brokerage,"Brokerage, Branches Mgmt. Customer Service",688,1-Apr-06,Customer Service Lead,Associate VP,556,Egypt - Mossadak,Male,17 Year(s) 2 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
